IOF ID;First Name;Last Name;Country;WRS Position;WRS points;WRS events;Avg point
28316;Ylvi;Kastner;AUT;536;1618;2;809.0
32226;Joanna;George;AUS;538;1616;4;404.0
2169;Martina;Hepnerova;CZE;539;1615;2;807.5
27346;Hanne;Manderbacka;FIN;539;1615;2;807.5
6085;Marta;Ulvensoen;NOR;541;1614;2;807.0
22302;Anna;Giovanelli;ITA;542;1613;3;537.7
22788;Pinja;Hietanen;FIN;543;1612;2;806.0
33717;Yang;Yang;CHN;544;1611;2;805.5
1674;Pamela;Gaigher;ITA;545;1610;3;536.7
34170;Ugne;Liegute;LTU;546;1608;2;804.0
28317;Tina;Tiefenboeck;AUT;547;1607;2;803.5
22541;Renee;Beveridge;NZL;548;1602;2;801.0
19459;Angelica;Engstrom;SWE;549;1597;2;798.5
18957;Mirja;Pavic;CRO;550;1594;2;797.0
32581;Tara;Schwarze Chintapatla;GBR;551;1582;2;791.0
4017;Michele;Botha;RSA;552;1580;2;790.0
25948;Essi;Ylipelkola;FIN;553;1578;2;789.0
6009;Anastasia;Trifilenkova;RUS;554;1572;2;786.0
28543;Ines;Pozo Prada;ESP;555;1567;2;783.5
1486;Marta;Fenclova;CZE;556;1564;2;782.0
2373;Kristin;Hylander;SWE;557;1556;2;778.0
518;Nicola;Blatchford;AUS;558;1552;2;776.0
28604;Ragne;Wiklund;NOR;559;1550;2;775.0
18888;Gunhild Rogne;Halland;NOR;560;1546;2;773.0
24277;Tereza;Miklusova;SVK;561;1541;2;770.5
18867;Ayse;Bozkurt;TUR;562;1538;2;769.0
24966;Chiara;Caglio;ITA;563;1537;3;512.3
2220;Hana;Hlavova;CZE;564;1532;2;766.0
27257;Lou;Lenoble;FRA;565;1527;3;509.0
6679;Liesbeth;Van de Velde;BEL;566;1523;2;761.5
3303;Iryna;Lapitskaya;BLR;567;1519;2;759.5
19070;Helen;Ockenden;GBR;568;1515;2;757.5
28140;Iulia;Trokhymchuk;UKR;569;1509;2;754.5
18705;Fabienne;Wenger;SUI;570;1506;2;753.0
6319;Martina;Walch;AUT;571;1500;2;750.0
20585;Rachel;May;CAN;571;1500;3;500.0
28068;Marine;Sillien;BEL;573;1496;2;748.0
